100,0.01991225
122,0.0197225
144,0.01920375
166,0.0201575
188,0.019687
210,0.0196955
232,0.01971325
254,0.01970475
276,0.01969925
298,0.01970575
320,0.01969225
342,0.0197155
364,0.0197155
386,0.019712
408,0.01972475
430,0.01968175
452,0.019719
474,0.0199035
496,0.01938275
518,0.01983425
540,0.01962125
562,0.01977975
584,0.01961075
606,0.019216
628,0.02018225
650,0.0196815
672,0.02473025
694,0.0196645
716,0.01969725
738,0.019708
760,0.01968175
782,0.0196765
804,0.019697
826,0.01967225
848,0.0196815
870,0.0197205
892,0.01969225
914,0.01968925
936,0.01970775
958,0.01968
980,0.0197075
1002,0.0196625
1024,0.019681
1046,0.0196725
1068,0.01968175
1090,0.01966075
1112,0.019688
1134,0.0197065
1156,0.01927175
1178,0.02004675
1200,0.01969325
1222,0.01967825
1244,0.0196875
1266,0.01968575
1288,0.01965525
1310,0.01969075
1332,0.0196155
1354,0.01966525
1376,0.019143
1398,0.02020575
1420,0.019679
1442,0.01967775
1464,0.0196855
1486,0.01966775
1508,0.019667
1530,0.019702
1552,0.019654
1574,0.0196615
1596,0.01973075
1618,0.0196005
1640,0.0196715
1662,0.019668
1684,0.01964625
1706,0.01967075
1728,0.019686
1750,0.019644
1772,0.01965975
1794,0.019615
1816,0.01964525
1838,0.01965
1860,0.01966575
1882,0.0196405
1904,0.0196695
1926,0.0196515
1948,0.0196675
1970,0.01967275
1992,0.01962425
2014,0.01967625
2036,0.01963325
2058,0.01966925
2080,0.019643
2102,0.0196385
2124,0.019638
2146,0.01970275
2168,0.01961875
2190,0.01962325
2212,0.01961975
2234,0.019653
2256,0.01965575
2278,0.019639
2300,0.01965475
2322,0.01965225
2344,0.019661
2366,0.01964875
2388,0.019648
2410,0.0196435
2432,0.01970375
2454,0.0196335
2476,0.01962025
2498,0.01964275
2520,0.0194145
2542,0.01986975
2564,0.01964975
2586,0.01965375
2608,0.0196175
2630,0.0196595
2652,0.01969025
2674,0.019592
2696,0.019178
2718,0.020153
2740,0.01958825
2762,0.01964625
2784,0.01966475
2806,0.01962275
