100,0.0201656
110,0.0198475
120,0.0198437
130,0.0198752
140,0.0198798
150,0.0198756
160,0.0198757
170,0.0198699
180,0.0198731
190,0.0198718
200,0.019877
210,0.0198825
220,0.0198619
230,0.0198745
240,0.0198791
250,0.0198733
260,0.0198658
270,0.0198744
280,0.0198853
290,0.0198465
300,0.0198714
310,0.0198724
320,0.0198724
330,0.0198672
340,0.0198722
350,0.0198702
360,0.0198646
370,0.0198724
380,0.0198755
390,0.0199074
400,0.0198356
410,0.0198717
420,0.0198444
430,0.0198677
440,0.0198678
450,0.0198693
460,0.0198718
470,0.0198435
480,0.0198651
490,0.0198704
500,0.0198639
510,0.019861
520,0.0198604
530,0.0198706
540,0.0198637
550,0.0198662
560,0.0198614
570,0.0198918
580,0.019869
590,0.0198636
600,0.0198643
610,0.0198496
620,0.0198344
630,0.0198596
640,0.0197159
650,0.02002
660,0.019864
670,0.0198952
680,0.0198613
690,0.0198632
700,0.019862
710,0.0198655
720,0.019831
730,0.0198617
740,0.0198589
750,0.019858
760,0.0198639
770,0.0198561
780,0.019863
790,0.0198591
800,0.0198544
810,0.0198607
820,0.0198597
830,0.0198514
840,0.0198715
850,0.0198486
860,0.019862
870,0.0198376
880,0.0197603
890,0.0198623
900,0.0198527
910,0.0198597
920,0.0198346
930,0.0198496
940,0.01986
950,0.0198544
960,0.0198507
970,0.0198752
980,0.0198498
990,0.0198899
1000,0.0206216
1010,0.0198521
1020,0.0210457
1030,0.0206605
1040,0.0210572
1050,0.0206486
1060,0.0210408
1070,0.0206106
1080,0.0210488
1090,0.0206528
1100,0.0210436
1110,0.0206611
1120,0.021046
1130,0.020628
1140,0.0210489
1150,0.0206554
1160,0.0210254
1170,0.0206492
1180,0.0210484
1190,0.0206492
1200,0.0210428
1210,0.0206672
1220,0.0210634
1230,0.0206452
1240,0.02186
1250,0.021031
1260,0.0218703
1270,0.0226371
1280,0.0238657
1290,0.0238187
1300,0.022663
1310,0.0238438
1320,0.0238457
1330,0.0259588
1340,0.0261207
1350,0.0298448
1360,0.0275784
1370,0.0260986
1380,0.0254501
1390,0.0282251
1400,0.0298471
1410,0.0238581
1420,0.0246452
1430,0.025846
1440,0.0286461
1450,0.0270899
1460,0.025805
1470,0.0246693
1480,0.0268803
1490,0.02398
1500,0.0258471
1510,0.0246403
1520,0.0266247
1530,0.0259755
1540,0.0249496
1550,0.0247436
1560,0.0289427
1570,0.0298379
1580,0.0298403
1590,0.0298427
1600,0.0298236
1610,0.0298395
1620,0.0298575
1630,0.0298154
1640,0.0298445
1650,0.0298423
1660,0.0298372
1670,0.0269468
1680,0.0266435
1690,0.0295216
1700,0.026036
1710,0.0238477
1720,0.023835
1730,0.0239808
1740,0.025013
1750,0.0258378
1760,0.0256911
1770,0.0276443
1780,0.0289922
1790,0.0298402
1800,0.0298348
1810,0.0287394
1820,0.0301488
1830,0.0298251
1840,0.029836
1850,0.0297982
1860,0.0299234
1870,0.0297583
1880,0.0294264
1890,0.0259569
1900,0.0260811
1910,0.0247518
1920,0.0298101
1930,0.0298306
1940,0.0298488
1950,0.028575
1960,0.0290313
1970,0.0298189
1980,0.0298461
1990,0.0298433
